Informazioni cronologiche,Which continent are you from?,Gender,Age,Education degree,"On avarage, how much time do you spend  playing video games per day  ?",What style of video game do you prefer?,"If you selected ""Other"", please specify here",Do you believe video games are a form of art?,"If you selected ""It depends,"" you can specify here.",Is there a video game that has taught you something useful for your academic or professional education?,"If you pressed ""Yes,"" please write which video games have been more useful to you.",Which device do you prefer when it comes to gaming?,"
If you selected ""Other,"" please specify here",Which video games do you believe have enriched you culturally regarding mythology or history?,"If you selected ""Other,"" please respond here","
Do you think it's possible to use video games that have not been designed for educational purposes as educational tools?","If you selected ""It depends,"" you can specify here",Do you believe online video games can facilitate connections between people and offer an alternative to traditional social interaction?,"If you selected ""It depends,"" you can specify here.",Have you ever thought about creating a video game?,"Do you think a video game has inspired you to deepen your knowledge on a subject (for example, literary, cultural, historical, social, scientific, artistic, etc.)?","
Have you ever learned another language or improved your language skills through video games, both online and in single-player mode?","
If you selected ""Other,"" please specify here","In your opinion, is it possible to compare the narrative importance of a video game to that of more traditional media such as books, films, or animation products?",Do you believe that video games have taught you to solve problems in a creative and original way (problem solving)?,"Do you engage in  sport or physical activity?
","Do you think Esports (electronic sports) can be considered a professional practice (for example, League of legends, Counter-strike, Street fighter, StarCraft, Assetto Corsa)?","
Have you improved your social skills thanks to video games? (e.g., communication, expression, empathy, etc.)","Do you prefer the company of people who don't play video games, or of people who share this passion with you?"
20/04/2024 16.30.47,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,"Console, Portable consoles, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,No,Yes,"Yes, every day.",Yes,No,I prefer the company of gamers
20/04/2024 16.30.53,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"Games like assassin’s creed helped with histore stuff, whereas other games in general helped with learning english","Console, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every day.",Yes,Yes,I have no preference
20/04/2024 16.33.26,Asia,Male,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,Yes,Neir automata,"Console, PC, Smartphone /Tablet",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
20/04/2024 16.34.33,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,I don't know,,PC,,"Assassin's creed (saga), Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"Yes, I have learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I have no preference
20/04/2024 16.37.50,Europe,Male,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,I don't know,,PC,,"Assassin's creed (saga), Sid Meier's Civilization, Other (please specify)","Sid Meyer's Pirates, Total war: three kingdoms",Yes,,It depends (please specify),Social interactions are social no matter if they are online or not. However I still think face-to-face interaction is important are important and interactions with random people tend to be more toxic in online gaming than in tradtional settings.,Yes,Yes,I have enhanced my knowledge of another language,,Yes,No,"Yes, every week.",Yes,No,I have no preference
20/04/2024 16.37.52,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,I don't play regularly,Single player,,Yes,,Yes,RPGs with a lot of talking improved my English,PC,,Assassin's creed (saga),,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 16.42.01,Asia,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Both,,Yes,,I don't know,,"Console, PC, Smartphone /Tablet",,God of war (saga norrena),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,Yes,I prefer the company of non-gamers
20/04/2024 16.42.46,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,No,,PC,,"Other (please specify), No video game has enriched me culturally in terms of mythology or history.",Witcher 3,Yes,,I refrain from judgment.,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I prefer the company of gamers
20/04/2024 16.43.04,Oceania,Male,Generation Z (1997-2012),High school diploma or equivalent,7 hours or more,Single player,,No,,No,,Console,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,No,,No,Yes,"No, I haven't learned another language.",,No,Yes,"Yes, every day.",No,No,I have no preference
20/04/2024 16.43.57,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"Assassin’s Creed, Ghost of Tsushima and Kingdom Come: Deliverance for history. An untold number more for world building in story telling","Console, Portable consoles, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades",,It depends (please specify),"When using video games as an educational media you have to ensure you are careful in choosing which parts you’re using. Video games, although getting better, are still very much dominated by a predominantly white perspective on things which can something be harmful to other groups history or culture. An example of this would be in Assassin’s Creed Origins. Although the game has the discovery mode, a great educational tool, it also perpetuates the idea that an alien-like races helped build some of Egypts oldest monuments, a belief attributed to many non-European monuments in the world. Games could be a great tool, but the instructor has to be careful what parts they’ll use ",Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I have no preference
20/04/2024 16.45.29,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,AC III,Console,,Assassin's creed (saga),,No,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
20/04/2024 16.47.22,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,4-6 hours,Both,,Yes,,Yes,Tf2,PC,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 16.47.54,Europe,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,"Assassin's Creed, Deus Ex, Age of Empires.",PC,,"Assassin's creed (saga), God of war (saga norrena), Age of Empire, Immortals fenyx rising",,Yes,,I refrain from judgment.,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 16.49.15,Europe,Female,Generation Z (1997-2012),Elementary school diploma,2-3 hours,Single player,,Yes,,I don't know,,Console,,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,I have done it.,No,I have enhanced my knowledge of another language,,No,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 16.50.57,America,Female,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,PC,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 16.51.16,Europe,Female,Generation Z (1997-2012),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,No,,"Console, PC",,"Assassin's creed (saga), God of war (saga norrena), Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,No,No,I have no preference
20/04/2024 16.51.42,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,I don't know,,"Portable consoles, PC",,"Assassin's creed (saga), Hades",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,Yes,I prefer the company of gamers
20/04/2024 16.52.06,Europe,Other,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,Yes,I learned how digital circuits work by building redstone circuits in Minecraft,PC,,Assassin's creed (saga),,Yes,,Yes,,I have done it.,Yes,"Yes, I have learned another language.",,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 16.52.50,America,Male,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Both,,It depends (please specify),"Dome games yes, some nah. ",Yes,"Elden ring was my first souls like game and first fromsoft game. It taught me no matter how daunting, intimidating or how much i fail a task, eventually you can accomplish your goal with enough hard work. ","Console, Portable consoles, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Hades, Age of Empire, Sid Meier's Civilization, Ryse son of rome, Immortals fenyx rising",,Yes,,It depends (please specify),"Im 31 years old and some of my fav memories gaming have been on the sofa and my siblings or friends with me. As i grow old i couch coop less often, but when i do i always have a blast. Multiplayer online helps facilitate that virtually and its great to fill that void but its far from the real couch coop. I hope vr can maybe bridge that gap its missing.",No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 16.53.20,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,No,,"Console, PC",,"Assassin's creed (saga), God of War (saga Greca), God of war (saga norrena), Age of Empire",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 16.56.59,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,2-3 hours,Multiplayer Online,,Yes,,No,,PC,,"Assassin's creed (saga), Age of Empire",,"Yes, and I use them",,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I have no preference
20/04/2024 16.57.23,America,Female,Millennials (1981-1996),High school diploma or equivalent,2-3 hours,Single player,,Yes,,I don't know,,"Console, Portable consoles, PC",,"Assassin's creed (saga), Sid Meier's Civilization",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 16.57.57,America,Male,Generation Z (1997-2012),Bachelor's degree or higher,7 hours or more,Single player,,Yes,,No,,"Portable consoles, PC, VR",,No video game has enriched me culturally in terms of mythology or history.,,Yes,,Yes,,I have done it.,No,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 16.58.02,America,Male,Generation Z (1997-2012),High school diploma or equivalent,4-6 hours,Both,,Yes,,Yes,"I've found that strategy games, where you are required to do several things at once, have been helpful for getting better at prioritizing tasks in my professional life.",PC,,"God of War (saga Greca), God of war (saga norrena), Hades, Age of Empire, Sid Meier's Civilization",,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I prefer the company of gamers
20/04/2024 16.58.06,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Both,,No,,No,,Console,,No video game has enriched me culturally in terms of mythology or history.,,No,,Yes,,No,No,"No, I haven't learned another language.",,No,No,"Yes, every week.",No,No,I have no preference
20/04/2024 17.00.00,America,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Both,,Yes,,Yes,"RPG, MMORPGs and Action Adventure","Console, Smartphone /Tablet",,"God of War (saga Greca), God of war (saga norrena)",,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 17.00.10,America,Female,Millennials (1981-1996),Bachelor's degree or higher,Less than an hour,Single player,,Yes,,No,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,Rarely or almost never.,No,No,I have no preference
20/04/2024 17.00.11,America,Male,Generation Z (1997-2012),Middle school diploma,4-6 hours,Single player,,Yes,,Yes,"I believe my interest in modding games such as Minecraft has supported my problem solving skills, and made coding based classes much easier.","Console, PC, VR",,"Assassin's creed (saga), Sid Meier's Civilization",,It depends (please specify),"I feel that it's possible for games to be used educationally, but it would likely be very rare, given that games are mostly designed for fun.",Yes,,Yes,Yes,"No, I haven't learned another language.",,No,Yes,"Yes, every day.",Yes,Yes,I prefer the company of gamers
20/04/2024 17.00.16,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Single player,,Yes,,No,,"Console, PC",,Age of Empire,,Yes,,Yes,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,"Yes, every week.",No,Yes,I have no preference
20/04/2024 17.00.29,Europe,Male,Millennials (1981-1996),Professional training,Less than an hour,Single player,,Yes,,Yes,Nier:Automata,"Console, Portable consoles, PC, VR",,Hades,,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I prefer the company of gamers
20/04/2024 17.01.27,America,Male,Generation Z (1997-2012),High school diploma or equivalent,2-3 hours,Both,,Yes,,Yes,Elden ring has taught me to slow down in life and enjoy what’s around you,Console,,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every day.",Yes,Yes,
20/04/2024 17.03.00,Europe,Male,Generation Z (1997-2012),High school diploma or equivalent,Less than an hour,Both,,No,,No,,PC,,Assassin's creed (saga),,Yes,,It depends (please specify),"It can facilitate interactions, but can't or shouldn't at least replace traditional social interaction.",No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,No,I have no preference
20/04/2024 17.03.30,Europe,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,No,,Yes,Games in general got me interested in tech which is my current field/profession,"Console, PC",,"Assassin's creed (saga), Sid Meier's Civilization, Other (please specify)",Total war ,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every day.",Yes,No,I have no preference
20/04/2024 17.03.36,America,Female,Millennials (1981-1996),Bachelor's degree or higher,4-6 hours,Both,,Yes,,I don't know,,"Console, PC",,Assassin's creed (saga),,Yes,,Yes,,Yes,Yes,I have enhanced my knowledge of another language,,Yes,Yes,Less than once a week.,Yes,Yes,I have no preference
20/04/2024 17.07.00,Asia,Male,Millennials (1981-1996),Bachelor's degree or higher,2-3 hours,Single player,,Yes,,Yes,"Many things, but mostly history and geography ","Portable consoles, PC",,Assassin's creed (saga),,It depends (please specify),"If to be used for history, per se, make sure to fact check everything first",No,,Yes,Yes,"Yes, I have learned another language.",,Yes,Yes,Rarely or almost never.,Yes,No,I prefer the company of gamers
20/04/2024 17.07.26,Europe,Male,Generation Z (1997-2012),Middle school diploma,2-3 hours,Single player,,Yes,,Yes,AC Odyssey gave me a deeper insight into the world of the Ancient Greeks and allowed me to put a visual source to well-known temples,Console,,"Assassin's creed (saga), Sid Meier's Civilization, Ryse son of rome",,Yes,,Yes,,No,Yes,"No, I haven't learned another language.",,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
20/04/2024 17.16.00,America,Male,Millennials (1981-1996),Professional training,2-3 hours,Single player,,Yes,,Yes,"Nier Automata, Horizon Zero Dawn, Horizon Forbidden West, Titanfall 2, Ghost of Tsushima, Uncharted 4","Portable consoles, PC",,"Assassin's creed (saga), Hades, Immortals fenyx rising",,Yes,,Yes,,No,Yes,I have enhanced my knowledge of another language,,Yes,Yes,"Yes, every week.",Yes,Yes,I prefer the company of gamers
